,LearningCommArea_LGI,LearningCommArea_IndependentStudy,LearningCommArea_SGI,LearningCommArea_SelfContainedClassrooms,LearningCommArea_Community,LearningCommArea_BreakoutAreas,LearningCommArea_PresentationAreas,LearningCommArea_OutdoorLearning,LearningCommArea_Section Notes,LearningCommArea_AvgRating,EduIEQ_Stimulating,EduIEQ_SafeHealthy,EduIEQ_ViewsConnect,EduIEQ_Daylight,EduIEQ_Lighting,EduIEQ_Acoustics,EduIEQ_MoveExplore,EduIEQ_Adaptability,EduIEQ_Section Notes,EduIEQ_AvgRating,IEQ_Furn_Design,IEQ_Furn_Flexibility,IEQ_Furn_VarietySeating,IEQ_Furn_Movement,IEQ_Furn_Section Notes,IEQ_Furn_AvgRating,Instructional_Regular_Size,Instructional_Regular_StorageMat,Instructional_Regular_Accessibility,Instructional_Regular_Section Notes,Instructional_Regular_AvgRating,Instructional_SPED_Size,Instructional_SPED_AppSupportspace,Instructional_SPED_StorageMat,Instructional_SPED_Techpower,Instructional_SPED_sink,Instructional_SPED_writeablesurface,Instructional_SPED_accessibility,Instructional_SPED_Section Notes,Instructional_SPED_AvgRating,Instructional_SciAPLCTE_sink,Instructional_SciAPLCTE_writeablesurface,Instructional_SciAPLCTE_accessibility,Instructional_SciAPLCTE_Section Notes,Instructional_SciAPLCTE_AvgRating,Instructional_Visual&Fitness_size,Instructional_Visual&Fitness_supportspace,Instructional_Visual&Fitness_storagemat,Instructional_Visual&Fitness_techpower,Admin&Health_Accessibility,Admin&Health_Mailcopy,Admin&Health_Reception,Admin&Health_adminoffice,Admin&Health_healthoffice,Admin&Health_confroom,Admin&Health_Section Notes,Admin&Health_AvgRating,Public_displaystudentwork,Public_storageforequipment,Public_mediacenter,Public_cafeteria,Public_gym,Public_auditorium,Public_Section Notes,Public_AvgRating,Instructional_Visual&Fitness_sink,Instructional_Visual&Fitness_writeablesurf,Instructional_Visual&Fitness_accessibility,Instructional_Visual&Fitness_Section Notes,Instructional_Visual&Fitness_AvgRating,Public_accessibility,Public_techpower,LearningCommArea_Playground,EduIEQ_UniversalDesign,EduIEQ_DisplayofWork,Instructional_Regular_Techpower,Instructional_Regular_Sink,Instructional_Regular_eboard,Instructional_SciAPLCTE_size,Instructional_SciAPLCTE_supportspace,Instructional_SciAPLCTE_storagemat,Instructional_SciAPLCTE_techpower,Header_bldgsqft,Header_enrolment,Header_numclassroom,Header_grades,Header_campustypology,Header_assessname,Header_assessdate,Headerr_region,Header_reconfig,Security_entry,Security_bldgsecurity,Security_sitesecurity,Security_identity,Security_wayfinding,Security_Section Notes,Security_AvgRating,LearningCommArea_Differentiated,LearningCommArea_PBL,Header_Schoolname,Header_code
70409-EAQ-BERNARDO HUYKE.pdf,0,0,0,0,0,0,0,2,Add notes,0.545455,0,0,2,2,0,0,0,0,Add notes,0.4,2,2,0,0,Add notes,1,4,2,0,Typical class 24'x20'. A few had projectors. No ramp to second floor,1.666667,2,0,2,0,0,2,2,On first floor near entry,1.142857,0,2,0,No dedicated science. One classroom had more technology. ,0.857143,0,0,0,0,2,2,0,2,0,2,Meet in technology room with smart board. Two offices,1.333333,0,0,0,2,2,0,Exterior area with bleachers,0.75,0,0,0,N/A,0,0,2,0,0,0,2,0,2,0,0,2,2,18972,314,16,PK K 1 2 3 4 5,Enter Text,Devin Brown,2/10/2022,BAYAMON,Enter Text,2,2,4,2,0,Add notes,2,0,4,BERNARDO HUYKE,70409
70417-EAQ-RAFAEL COLON SALGADO.pdf,2,0,2,2,0,0,2,0,"No gym, no amphitheater, only courtyard for all school. Library for presentation. No curated outdoor learning, but nice courtyard spaces that could be used & a couple yards. Have basketball at parking  no playground .,",0.727273,0,2,0,2,0,0,0,2,Sight lines at courtyard are good. Jealousies windows without glass at classrooms. Lights dim/discolored. Spaces too small for movement/different modalities. Some movable walls.,1,0,2,0,0,Add notes,0.5,0,2,4,"23'6"" x29' = typ, kinder = 35, x 23'6"" ",2,0,0,2,4,0,4,2,"Small group rooms in divided reg room. Room ok, restrooms not",1.714286,0,0,0,No special room for science or maker,0,0,0,0,0,0,2,0,0,0,0,"Admin too small, no window to corridor or security.water issues. Did nit find conference rms ",0.333333,2,2,0,2,0,0,"Only have cafe & library, they are small, but not as small as some. Good location in campus ",1.5,0,0,0,None,0,4,2,0,2,2,4,0,2,0,0,0,0,45257,535,29,K 1 2 3 4 5 6 7 8     EEE,Enter Text,Jana Silsby ,2/9/2022,BAYAMON,Enter Text,4,2,2,2,4,Add notes,2.8,0,0,RAFAEL COLON SALGADO,70417
70425-EAQ-CRISTOBAL COLON.pdf,2,0,2,4,2,0,0,2,Large track and field access,1.272727,2,2,0,0,0,0,0,0,Add notes,0.6,2,0,0,0,Add notes,0.5,2,0,2,Add notes,1.333333,4,4,2,2,2,2,2,Add notes,2.571429,0,0,0,N/A,0,0,0,0,0,2,0,0,2,2,0,Add notes,1,0,0,0,2,0,0,Add notes,0.75,0,0,0,N/A,0,2,2,2,0,2,2,0,2,0,0,0,0,29550,217,27,K 1 2 3 4 5        EEE,Enter Text,Devin Brown,2/9/2022,BAYAMON,Enter Text,2,4,4,2,0,Add notes,2.4,0,0,CRISTOBAL COLON,70425
70433-EAQ-CARLOS ORAMA PADILLA.pdf,0,0,0,0,0,0,0,2,Additional space for outdoor not used at kinder/ central courtyard often used,0.363636,2,4,0,0,0,0,0,0,Add notes,0.6,0,2,0,0,Add notes,0.5,0,2,0,Typical classroom 25'x24',1.333333,2,0,2,2,4,2,2,I sped room for each grade,2,0,0,0,No dedicated spaces,0,0,0,0,0,0,0,0,0,0,0,No conference/ no health,0,2,2,0,2,2,0,Covered outdoor gym/small kitchen,1.25,0,0,0,No spaces devoted to art and music,0,2,0,2,0,0,2,0,4,0,0,0,0,39648,367,22,PK K 1 2 3 4 5,Enter Text,Scott Pashia,2/8/2022,BAYAMON,Enter Text,2,0,4,2,2,Has space for addition,2,0,0,CARLOS ORAMA PADILLA,70433
70482-EAQ-JOSE CAMPECHE db.pdf,0,0,0,2,0,2,0,0,"There is a playground for young kids, and an asphalt pad with hoops for PE",0.545455,0,0,0,0,0,0,0,0,Add notes,0,2,0,0,0,Furniture in bad shape,0.5,2,0,0,24'x24'. 25 students ,1,2,2,0,0,0,0,0,Two dedicated rooms too small campus access is bad. ,0.571429,0,0,0,Add notes,0,0,0,0,0,2,0,0,2,2,0,"Health office is old classroom, with counselor and nurse. Two offices very small",1,0,0,0,2,0,0,Add notes,0.25,0,0,0,Add notes,0,0,0,2,0,0,2,0,2,0,0,0,0,28214,217,23,K 1 2 3 4 5        EEE,Enter Text,Devin Brown,2/11/2022,BAYAMON,Enter Text,2,2,2,0,0,"Has covered walk, but small and needs replaced. Building in poor condition. Structure bad",1.2,0,0,JOSE CAMPECHE,70482
70490-EAQ-DR. JOSE ANTONIO DAVILA.pdf,0,0,2,4,4,0,0,2,"Covered gym for all school spaces. Small conference for SPED ONLY, but not distributed. no small group for regular classrooms. Outdoor athletics in bad condition. Outdoor learning has bad sight lines .",1.636364,2,0,2,4,2,0,2,0,"No acoustic material. Only one moving wall in library. Spaces small, so movement difficult, especially for 30 kids ",1.4,4,4,0,4,"Typical classrooms undersized, so difficult to reconfigure, science is better",3,2,2,2,"26'7"" x 24' (640nsf); thresholds are ramped at upper floors, sinks in science, sufficient writing but no tack bd. no Wi-Fi, limited data points ",2.666667,2,4,2,2,2,2,4,"48% Sped population , 24' x 30' (640 & 720 nsf); no sink in rooms, sinks in bathrooms; no Wi-Fi, limited data points ",2.571429,2,4,4,"24 x 40 (960 nsf); 3 sinks, 1 HC ",2.571429,2,0,2,2,2,2,2,4,2,2,"Separate bathroom for infirmary; separate classroom used for storage. Spaces are all there, but small ",2.333333,0,2,2,2,4,0,"Cafeteria way too small, library small, but reasonably sized computer room connected with sliding door ",1.75,0,2,2,Only drama; small. No art or music - that is done in rooms. ,1.428571,2,2,2,2,0,2,4,4,2,2,2,2,16124,396,30,6 7 8      EEI,Enter Text,Jana Silsby,2/8/2022,BAYAMON,Enter Text,0,0,4,2,0,Security guard house. Admin not evident from parking/bus drop off. No zones or separation within campus to separate public gym activities & academic /,1.2,2,2,DR. JOSE ANTONIO DAVILA,70490
70508-EAQ-JESUS SANCHEZ ERAZO.pdf,2,0,2,2,2,0,0,0,Add notes,0.909091,2,2,2,0,0,0,0,2,One side of third floor is all operablebpartitions,0.8,2,0,0,0,Add notes,0.5,0,0,0,Average classroom 25'x25' some have smart boards,1.333333,2,0,0,0,2,0,0,Has a dedicated room. Students are integrated into other classses,0.571429,2,2,0,"Technology room has computers, but students all have devices",1.142857,2,2,2,0,2,2,2,2,2,0,Meet in library adjacent. 3 offices,1.666667,0,2,4,4,2,0,Exterior gym with bleachers. Not accessible ,2,2,2,0,"Small, too few. No storage for materials",1.428571,2,2,0,0,0,4,2,2,2,0,0,2,67956,492,31,6 7 8,Enter Text,Devin Brown,2/10/2022,BAYAMON,Enter Text,4,4,4,2,2,Add notes,3.2,0,2,JESUS SANCHEZ ERAZO,70508
70516-EAQ-DR. AGUSTIN STAHL.pdf,0,0,0,2,2,0,0,0,"Add notes two story, classrooms the same. ",0.545455,0,0,2,0,0,0,0,0,Add notes,0.2,2,0,0,0,Add notes,0.5,2,0,0,Add notes no elevator no ramp,0.666667,2,0,0,2,0,0,0,Add notes no elevator or ramp to second floor lower or upper buildings,0.571429,2,0,0,"Add notes no chemicals present, eyewash present in science classroom",0.857143,0,0,0,0,2,0,0,2,2,2,Add notes,1.333333,0,0,0,0,0,0,"Add notes library not used for years, gym separate natural vent and rest rooms, no auditorium, no cafeteria only general store. ",0,0,0,0,"Add notes  No visual or performing arts present, separate gym covered secured with separate rest rooms. ",0,0,0,2,0,0,2,0,0,2,0,0,2,63761,392,38,9 10 11 12,Enter Text,Mark Kirby,2/9/2022,BAYAMON,Enter Text,0,4,0,4,0,Add notes upper and lower separated by 1 acre filed. Field floods,1.6,0,0,DR. AGUSTIN STAHL,70516
70532-EAQ-JOSEFITA MONSERRATE DE SELLES.pdf,0,0,0,0,0,0,0,0,Add notes,0,0,0,0,0,0,0,0,0,Add notes,0,2,0,0,0,Add notes,0.5,2,0,0,24'x 20',1.333333,2,2,0,0,2,2,0,"One small room. 12'x20' another room for autistic, and sensory. ",1.142857,0,0,0,Add notes,0,0,0,0,0,0,0,0,0,0,0,Add notes,0,0,0,2,2,2,0,"Covered gym, library",1,0,0,0,Add notes,0,0,2,0,0,0,2,2,2,0,0,0,0,23757,213,26,K 1 2 3 4 5        EEE,Enter Text,Devin Brown,2/10/2022,BAYAMON,Enter Text,2,2,4,2,2,Building faces neighborhood with art on building,2.4,0,0,JOSEFITA MONSERRATE DE SELLES,70532
70540-EAQ-CARMEN GOMEZ TEJERA.pdf,2,2,0,0,4,0,2,2,"Add notes large central courtyard used for assembly, breakout and individual learning",1.454545,0,2,0,2,2,2,0,0,Add notes,1,2,0,0,0,Add notes,0.5,2,0,2,Add notes,1.666667,0,0,0,4,0,2,0,"Add notes SPED second floor, long ramp up and down. Very small SPED spaces",0.857143,0,0,2,Add notes,0.857143,2,0,0,4,2,0,2,2,4,2,Add notes,2,2,0,0,0,0,0,"Add notes courtyard used for GYM, outdoor courtyard for assembly, no fixed seats, covered stage area",1,0,0,0,"Add notes Roof damaged on PE building, termite damage throughout, roof not properly clipped down, side walks damaged. ",0.857143,4,2,2,0,2,4,0,2,0,0,0,4,32201,324,29,K 1 2 3 4 5        EEE,Enter Text,Mark Kirby,2/9/2022,BAYAMON,Enter Text,2,2,4,2,2,Add notes,2.4,0,2,CARMEN GOMEZ TEJERA,70540
70557-EAQ-MARÍA E BAS DE VÁZQUEZ.pdf,0,0,2,0,2,0,0,2,Add notes,0.727273,2,2,2,0,0,0,0,0,Add notes,0.8,2,2,0,0,Add notes,1,2,2,0,24'x 24' 25 students,1.333333,2,2,0,2,2,2,0,Integrated classes with special rooms for break out,1.428571,0,0,0,Add notes,0,0,0,0,0,4,4,0,4,2,0,4 offices. No conference rooms ,2.333333,0,2,2,2,0,2,Add notes,1.25,0,0,0,Add notes,0,0,2,2,2,0,2,0,2,0,0,0,0,43388,268,25,K 1 2 3 4 5        EEE,Enter Text,Devin Brown,,BAYAMON,Enter Text,2,2,4,0,2,Entrance off busy road ,2,0,0,MARÍA E BAS DE VÁZQUEZ,70557
70565-EAQ-DR JOSE PADIN.pdf,0,0,2,4,0,0,0,2,Park adjacent limited access,0.727273,0,0,0,0,0,0,0,0,Enough classrooms for students. Infrastructure lacking. Power cuts out frequently ,0,0,0,0,0,Add notes,0,4,0,0,Add notes,1.333333,2,2,0,0,2,2,2,Add notes,1.428571,0,0,0,Add notes,0,0,0,0,0,2,0,2,2,0,2,Add notes,1.333333,0,0,2,2,0,0,Meeting room on second floor,0.5,0,0,0,Add notes,0,0,0,0,0,0,2,2,0,0,0,0,0,25788,77,12,EEI EES,Enter Text,Devin Brown,2/9/2022,BAYAMON,Enter Text,2,0,4,2,2,Only special Ed ,2,0,0,DR JOSE PADIN,70565
70573-EAQ-MARIANO FELIU BALSEIRO.pdf,0,0,2,0,0,0,0,0,Add notes,0.545455,0,2,2,0,0,0,0,0,Add notes,0.4,0,0,0,0,Add notes,0,0,0,0,24'x20' 30 students. Tvs in rooms. ,0.666667,2,2,0,2,2,0,0,Add notes,1.142857,0,2,0,Computer lab small,0.857143,2,0,0,0,2,0,0,2,2,0,"Small office, small storage",1,0,0,2,2,2,0,"Covered gym, roof bad. Library small, 7 student computers, smart board projector. ",1,2,2,0,Add notes,0.857143,0,2,2,0,0,2,0,2,0,2,0,2,61290,252,38,6 7 8      EEI,Enter Text,Devin Brown,2/10/2022,BAYAMON,Enter Text,2,0,4,0,0,Add notes,1.2,0,2,MARIANO FELIU BALSEIRO,70573
70581-EAQ-LUIS PALES MATOS.pdf,0,0,0,2,2,0,0,2,"Add notes courtyard for assembly, no athletic spaces, ",0.545455,0,2,0,2,0,2,0,0,Add notes a few class rooms can be combined. Most partitions are poured in place concrete ,0.8,2,0,0,0,Add notes standard classroom one arm desk throughout,0.5,2,0,0,Add notes,0.666667,0,0,0,4,0,2,0,Add notes one elevator for 4 stories. Elevator does not work,0.857143,0,2,0,Add notes standard classroom used for science. ,0.857143,0,0,0,2,2,2,2,2,2,2,Add notes,2,2,0,0,0,0,0,"Add notes no gym, Cafeteria / kitchen not in use for 3 years, no auditorium  ",0.5,0,2,0,Add notes,0.571429,0,2,0,2,0,2,0,0,2,0,0,2,45900,405,31,9 10 11 12,Enter Text,Mark kirby,2/9/2022,BAYAMON,Enter Text,2,4,4,0,4,Add notes,2.8,0,0,LUIS PALES MATOS,70581
70599-EAQ-FAUSTINO SANTIAGO.pdf,0,0,0,0,0,0,0,0,Add notes,0,0,0,0,0,0,0,0,0,Add notes,0,0,0,0,0,Add notes,0,0,0,0,25' x 24' ,0,0,0,0,0,0,0,0,Add notes,0,0,0,0,Add notes,0,0,0,0,0,0,0,0,0,0,0,Add notes,0,0,0,0,0,0,0,Add notes,0,0,0,0,Add notes,0,0,0,0,0,0,0,0,0,0,0,0,0,21757,205,21,K 1 2 3 4 5 6       EEE,Enter Text,,,BAYAMON,Enter Text,0,0,0,0,0,Add notes,0,0,0,FAUSTINO SANTIAGO,70599
70615-EAQ-MIGUEL DE CERVANTES SAAVEDRA.pdf,0,0,0,4,0,0,0,0,Add notes,0.545455,0,0,2,0,0,0,0,0,Add notes,0.2,0,0,0,0,Add notes,0,2,2,0,24'x26'. 30 students,1,4,2,0,2,2,0,0,9 classrooms with 10 students each. 24'x24'. Half have sinks,1.428571,0,0,0,Computer classroom ruined during Maria. ,0.571429,0,0,0,0,2,2,2,2,2,0,3 offices. Health room poor. ,1.666667,0,0,2,2,2,0,Add notes,1,2,2,0,Add notes,0.571429,0,2,2,0,0,2,0,0,2,0,0,2,60039,331,45,9 10 11 12   EES,Enter Text,Devin Brown,2/10/2022,BAYAMON,Enter Text,0,0,4,0,0,Access is from a busy road. No safe crosswalk. Only one building is really being used. The rest are unsafe from the earthquake. ,0.8,0,0,MIGUEL DE CERVANTES SAAVEDRA,70615
70623-EAQ-TOMAS C ONGAY.pdf,0,0,2,0,0,0,2,0,Add notes,0.909091,2,0,0,0,0,0,0,0,Add notes,0.2,0,0,0,0,Furniture lacking. Old. ,0,2,0,0,"Classrooms were small, lacking storage, no AC, one sink, ",1.333333,2,2,0,0,0,0,0,SPED classes are held In the same classrooms. There is a space for assistance with learning. 4 small rooms for 30 students,0.571429,2,2,0,"Big technical classrooms, needs updated. Electronics, wood shop, electrical shop, automotive, welding,. Science classrooms too small no technology ",1.714286,2,2,2,0,2,0,0,2,0,0,Conferences in library,0.666667,0,2,2,2,0,0,"Exterior gym, in bad shape. Cafeteria appropriate size.  2 media rooms",0.75,2,2,0,Add notes,1.428571,0,0,0,0,0,2,2,2,2,2,2,2,127504,752,104,9 10 11 12   EES,Enter Text,Devin Brown,2/9/2022,BAYAMON,Enter Text,2,0,4,0,0,CTE SCHOOL,1.2,2,4,TOMAS C ONGAY,70623
70664-EAQ-HERMINIA RIVERA FERNANDEZ.pdf,0,0,0,0,0,0,0,0,"Multiple open space, volleyball court at courtyard, ECC playground not in use.",0.181818,2,2,2,2,0,0,0,2,Wood partition w/door between SPED CR,1,2,2,0,0,No student storage,1,2,2,0,24x29 TYP CR,1.333333,2,0,2,0,0,2,0,"25x12, one large classroom divided into 2 with wood partition and door",0.857143,0,0,0,N/A,0,0,0,0,0,0,2,0,0,0,0,"1 principal, 2 offices, no health office",0.333333,0,2,0,0,0,0,"Cafeteria: 53x29, 3 shifting, library: 30x48, has gym, but in bad shape nothing works, gym: 73x114",0.25,0,0,0,N/A,0,0,0,2,0,0,2,0,2,0,0,0,0,46935,326,26,PK K 1 2 3 4 5 6 7 8     EEE EEI,Enter Text,Tianyu Zhang,2/10/2022,BAYAMON,Enter Text,0,2,2,0,2,"Used as emergency shelter, wire mesh fence.",1.2,0,0,HERMINIA RIVERA FERNANDEZ,70664
70672-EAQ-ANDRES C GONZALEZ.pdf,0,0,0,0,0,0,0,0,Gym not in use due to poor condition ,0,0,2,2,2,0,0,0,0,K-8,0.6,2,2,0,0,Typical PR Desk,1,0,2,2,"No playground area, not enough outlets, kindergarten: 36x30, older: 24x30, Non-ADA ramp connecting different stories ",1.333333,0,0,0,2,0,2,2,SPED: 24x30 Non-ADA ramp connecting different stories ,0.857143,2,2,2,Science classroom used as typical classroom due to insufficient equipment. Science: 24x30,1.428571,0,0,0,0,2,2,2,2,0,0,"1 principal office, 2 offices, staff meeting in library, no conference room, classroom converted to health office",1.333333,0,2,2,2,0,0,"Library: 30x60, general storage in library, multipurpose room with dividers used as auditorium, computer lab: 24x30 - does not work because of insufficient equipment",0.75,0,0,0,N/A,0,0,0,0,0,0,0,2,2,0,2,2,0,27960,132,19,K 1 2 3 4 5 6 7 8      EEI,Enter Text,Tianyu Zhang,2/10/2022,BAYAMON,Enter Text,2,2,2,0,2,"Separate bus drop off and parking, main entrance not in use due to Covid",1.6,0,0,ANDRES C GONZALEZ,70672
70680-EAQ-JOSE M TORRES.pdf,4,2,4,2,0,2,0,0,"No real outdoor learning area, they do have a basketball / volleyball court yet is in pretty bad shape and not covered at all. Room sizes for special needs kids are fairly large and have areas for the kids to be by themselves and in groups",2,2,2,2,4,2,0,4,4,"Classrooms allowed for different functional spaces to occur  in kinder they had multiple areas for the kids to break out and do different activities,",2.6,0,0,0,0,Chairs were really bad and beat up and in one occasion I saw one that where the armrest had fallen and you could see the wood splinters,0,4,2,0,"No E boards in the classroom however they did have multiple sinks in the classroom, note that there was no hot water on the whole site",2,4,2,4,2,2,4,4,Had 1 sped  classrooms an was substantially big to accommodate 5 studentsg,3.142857,0,0,0,There was a science classroom with science objects such as microscopes and such but not actual equipment ,1.142857,4,4,2,0,4,2,2,0,2,0,Administrative office only had ac in the directors room and had some moldy lighting fixtures. Storage in admin room was very organized ,1.666667,4,2,0,2,2,2,Gymnasium / basketball court is in pretty bad shoe cafeteria storage room has some cracks along the beam and roof that seems to be exposing rebar,2,2,4,2,"These were located on the first floor but on the lowest part of the site under the hill. It was mostly special Ed, domestics Ed and a theatre classroom with an ample stage",2.571429,2,2,2,2,4,4,2,0,4,2,2,0,42924,116,20,K 1 2 3 4 5 6 7 8     EEE,Enter Text,Javier Rodriguez,2/15/2021,BAYAMON,Enter Text,2,2,2,4,2,Fence perimeter has been torn down by vegetation and invasive bamboo they have very sufficient parking and a canopy near the entrance to cover from rain,2.4,4,2,JOSE M TORRES,70680
70698-EAQ-TROQUELERIA Y HERRAMENTAJE.pdf,4,2,2,0,2,2,2,0,Add notes,2.181818,2,2,4,2,2,0,2,2,Add notes,1.6,2,2,0,2,Add notes,1.5,4,2,2,"Smart board projector, wifi. Sink not needed",2.666667,0,0,0,0,0,0,0,Not applicable ,0,4,2,2,Big shops plenty of technology. Ventilation not great. No hazardous storage. ,2.857143,0,0,0,0,2,2,2,4,0,0,Add notes,1.666667,0,2,4,2,0,0,"Library has good computers, smart board and focus cubbies. ",1.75,0,0,0,N/A,0,2,4,4,0,0,4,0,4,4,4,2,2,21232,,11,13 14,Enter Text,Devin Brown,2/9/2022,BAYAMON,Enter Text,2,2,4,2,0,Add notes,2,2,4,TROQUELERIA Y HERRAMENTAJE,70698
70755-EAQ-ISAAC DEL ROSARIO.pdf,4,4,4,0,0,0,0,2,Add notes the open area in the court yard is used for assembly and community presentations,1.636364,4,2,0,0,2,2,2,0,Add notes,1.8,2,2,2,2,"Add notes furniture is oversized for K, PK, and 1st. ",2,2,0,2,"Add notes class rooms are small, no ramp to second floor, first floor is accessible ",1.333333,2,2,0,2,4,2,2,"Add notes SPED on first and second, second has not ramp or elevator",2,0,0,0,Add notes no specific applied learning spaces. ,0,2,0,2,2,2,0,4,2,2,4,Add notes office is small but has 3 conference rooms that double as breakout space and teacher lounge. ,2.333333,4,2,0,4,2,0,"Add notes court yard is used for GYM, School has direct access to municipal track and fields and agreement to use these facilities. Space being prepped to be library. ",2.25,0,2,0,Add notes PE spaces only. One classroom for PE. Normally use outdoor spaces,1.142857,4,2,0,2,4,2,0,2,0,0,0,0,55030,517,39,PK K 1 2 3 4 5        EEE,Enter Text,Mark Kirby,2/12/2022,BAYAMON,Enter Text,0,0,2,4,4,Add notes,2,2,2,ISAAC DEL ROSARIO,70755
