,School Scrubbed Address,Project Scrubbed Address,Similarity,ProjectKey,ProjectKey,ProjectName,ContractStatus,Status,BuildingType,School Name,Total Students All Grades (Includes AE) [Public School] 2019-20,ProjectSquareFeet,SQFT_Per_Student
996,6615 e cholla st scottsdale az 85254,6615 e cholla st scottsdale az 85254,0.9999999999999998,15813,15813,SUSD Cocopah Middle School Rebuild,Contract,D,Middle School,COCOPAH MIDDLE SCHOOL,903,107095.0,118.59911406423035
498,2311 monterey road colorado springs co 80910,2311 monterey road colorado springs co 80910,0.9999999999999998,109849,109849,MES Secure Entry,Contract,A,Academic,MONTEREY ELEMENTARY SCHOOL,323,700.0,2.1671826625387
261,14301 byron hwy  byron ca 94514,14301 byron hwy byron ca 94514,0.9999999999999998,32409,32409,Byron-Excelsior MS Expansion,Contract,D,Academic,EXCELSIOR MIDDLE,528,41000.0,77.65151515151516
392,200 120th street sw everett wa 98204,200 120th street sw everett wa 98204,0.9999999999999998,26065,26065,Mukilteo SD - Mariner HS,,D,High School,MARINER HIGH SCHOOL,2426,247000.0,101.81368507831822
982,6401 bear ave bell ca 90201,6401 bear ave bell ca 90201,0.9999999999999997,31110,31110,LAUSD - Corona Primary School,Email Authorization,D,Academic,MARTHA ESCUTIA PRIMARY CENTER,278,55132.0,198.31654676258992
234,1322 avenue i gothenburg ne 69138,1322 avenue i gothenburg ne 69138,0.9999999999999997,5305,5305,Gothenburg K-12 Cafeteria Remodel,Contract,D,Elementary School,GOTHENBURG SECONDARY SCHOOL,419,12000.0,28.639618138424822
233,1322 avenue i gothenburg ne 69138,1322 avenue `` i '' gothenburg ne 69138,0.9999999999999997,2711,2711,Gothenburg K-12 Addition and Remodel,Contract,D,Elementary School,GOTHENBURG SECONDARY SCHOOL,419,113355.0,270.5369928400955
743,400 maag ave oakdale ca 95361,400 s maag ave oakdale ca 95361,0.9992122038678558,31768,31768,OJUSD - Oakdale Jr New Clssrm Bldg,Contract,D,Academic,OAKDALE JUNIOR HIGH,867,23372.0,26.957324106113035
1108,801 ramona st san gabriel ca 91776,801 s ramona st san gabriel ca 91776,0.9991144535604867,1590,1590,San Gabriel USD-Gabrielino High School,Contract,A,Academic,SAN GABRIEL HIGH,1984,13640.0,6.875
833,4800 telluride street  2 denver co 80249,4800 telluride street denver co 80249,0.9990991660529093,20090,20090,EGD E-12 Campus Phase I,Contract,D,,DSST: GREEN VALLEY RANCH HIGH SCHOOL,556,186000.0,334.53237410071944
466,2201 ross blvd  dodge city ks 67801,2201 w ross blvd dodge city ks 67801,0.9980442389130224,78693,78693,Dodge City HS -Additions & Renovations,Contract,I,Academic,DODGE CITY HIGH SCHOOL,2035,380000.0,186.73218673218673
987,650 e crawford salina ks 67401,650 e crawford st salina ks 67401,0.9963731438930579,67595,67595,Salina Central HS -Additions/Renovation,Contract,I,High School,SALINA HIGH CENTRAL,1023,233571.0,228.31964809384164
357,1835 osauka rd ne sauk rapids mn 56379,1835 osauka rd sauk rapids mn 56379,0.9963604811703407,21049,21049,Sauk Rapids Rice HS,,D,High School,SAUK RAPIDS-RICE SENIOR HIGH,1374,340000.0,247.45269286754004
56,1020 sw cherry st ankeny ia 50023,1020 sw cherry ankeny ia 50023,0.9959625847020936,8810,8810,Southview Middle School - Phase 2,Contract,D,Middle School,SOUTHVIEW MIDDLE SCHOOL,884,70000.0,79.18552036199095
871,501 n grand st chariton ia 50049,501 n grand chariton ia 50049,0.9949704512054883,8574,8574,Chariton H.S. Additions & Remodeling,Revised Contract,D,High School,CHARITON HIGH SCHOOL,354,102000.0,288.135593220339
669,33700 se high school way scappoose or 97056,33700 high school way scappoose or 97056,0.9941080326153977,29679,29679,Scappoose High School,Revised Contract,D,High School,SCAPPOOSE HIGH SCHOOL,710,25000.0,35.2112676056338
639,3223 s hampton dr bettendorf ia 52722,3223 s hampton bettendorf ia 52722,0.9941068351578543,8787,8787,Hoover ES Addition & Renovation,Contract,D,Elementary School,HERBERT HOOVER ELEMENTARY SCHOOL,427,12563.0,29.421545667447308
882,502 n main st holmen wi 54636,502 main holmen wi 54636,0.9938532329907761,23899,23899,Holmen Middle School,,D,Middle School,HOLMEN MIDDLE,886,135000.0,152.37020316027088
322,1705 ne trilein dr ankeny ia 50021,1705 ne trilein ankeny ia 50021,0.992547622550616,9062,9062,Ankeny CSD - Northeast Elementary School,,D,,NORTHEAST ELEMENTARY,702,25300.0,36.03988603988604
867,500 w windsor santa maria ca 93458,500 w windsor dr santa maria ca 93458,0.9920008146147394,31342,31342,SMBSD - Adam Elementary School,Contract,D,Academic,ADAM (WILLIAM LAIRD) ELEMENTARY,923,10512.0,11.388949079089924
387,19818 w us highway 85 buckeye az 85326,19818 w highway 85 buckeye az 85326,0.9907547580571197,113943,113943,Liberty Elementary School Rebuild,Contract,A,Academic,LIBERTY ELEMENTARY SCHOOL,649,44850.0,69.10631741140216
388,19818 w us highway 85 buckeye az 85326,19818 w highway 85 buckeye az 85326,0.9907547580571197,85083,85083,Liberty ES #7,Contract,A,Academic,LIBERTY ELEMENTARY SCHOOL,649,80000.0,123.26656394453005
1050,721 griffith liberal ks 67901,721 griffith ave liberal ks 67901,0.9887919264442687,80034,80034,"Liberal, KS - Pine Street MS",Contract,D,Middle School,SEYMOUR ROGERS MIDDLE SCHOOL,520,97381.0,187.27115384615385
503,2381 shore hawk ave salton city ca 92275,2381 shore hawk salton city ca 92275,0.9876358774277118,31251,31251,CVUSD-New Salton Cty Elementry Schl,,D,Academic,WEST SHORES HIGH,541,239904.0,443.44547134935306
560,2826 e grovers ave phoenix az 85032,2826 e grovers phoenix az 85032,0.9872093594972174,16186,16186,PVUSD Vista Verde M.S. Renovations,Contract,D,Middle School,VISTA VERDE MIDDLE SCHOOL,671,25521.0,38.034277198211626
752,402 fisher ave crookston mn 56716,402 fisher crookston mn 56716,0.9867943629968354,23904,23904,Crookston Senior High School,,D,High School,CROOKSTON SECONDARY,523,150000.0,286.80688336520075
821,4500 nw river park dr riverside mo 64150,4500 river park dr riverside mo 64150,0.9866867332374303,10248,10248,Park Hill New High School,,D,High School,PARK HILL SOUTH HIGH,1724,254000.0,147.33178654292342
121,1129 ashland ave chariton ia 50049,1129 ashland chariton ia 50049,0.9855174283371296,8586,8586,Van Allen Elementary School Renovation,Contract,D,Elementary School,VAN ALLEN ELEMENTARY SCHOOL,281,36730.0,130.711743772242
412,2000 n western liberal ks 67901,2000 n western ave liberal ks 67901,0.9852107829452523,80030,80030,"Liberal, KS -  Western MS",Contract,D,Middle School,EISENHOWER MIDDLE SCHOOL,562,97381.0,173.27580071174378
553,2727 edinburgh channel rd kingsport tn 37664,2727 edinburgh channel road kingsport tn 37664,0.9793666063844927,24853,24853,Kingsport Elementary School,Revised Contract,D,,JOHN ADAMS ELEMENTARY SCHOOL,473,88500.0,187.10359408033827
325,17161 w bajada rd surprise az 85387,17161 w bajada road surprise az 85387,0.9780913137940186,14558,14558,Desert Oasis K-8 Elementary School,Contract,D,Elementary School,DESERT OASIS ELEMENTARY SCHOOL,443,69307.0,156.4492099322799
801,440 crossfield rd king of prussia pa 19406,440 crossfield road king of prussia pa 19406,0.9778028504434958,16578,16578,UMASD-Football Stadium Lighting,,D,,UPPER MERION HS,1198,165000.0,137.7295492487479
1185,88960 territorial rd elmira or 97437,88960 territorial road elmira or 97437,0.9756172628469502,76353,76353,FR Elmira Elementary School-New Design+,Contract,I,Elementary School,ELMIRA ELEMENTARY SCHOOL,284,45400.0,159.85915492957747
250,1401 crailsheim rd worthington mn 56187,1401 crailsheim road worthington mn 56187,0.9744935367542581,24164,24164,Worthington Middle School Addn,,D,Middle School,WORTHINGTON MIDDLE,1001,6000.0,5.994005994005994
139,11911 donner pass rd  truckee ca 96161,11911 donner pass road truckee ca 96161,0.973812335857803,77840,77840,Tahoe Truckee USD - A/E Svs Truckee E.S.,Notice to Proceed,A,Elementary School,TRUCKEE ELEMENTARY,462,77180.0,167.05627705627705
168,1223 n noland rd independence mo 64050,1223 n noland road independence mo 64050,0.9735352975741409,73336,73336,William Chrisman HS Additions & Reno,Contract,D,High School,WILLIAM CHRISMAN HIGH,1371,18000.0,13.12910284463895
1183,88131 territorial rd veneta or 97487,88131 territorial road veneta or 97487,0.9730626083023333,77219,77219,FR- Veneta Elementary School,Contract,I,Elementary School,VENETA ELEMENTARY SCHOOL,365,19000.0,52.054794520547944
131,11401 beverly park rd everett wa 98204,11401 beverly park road everett wa 98204,0.9728834655745857,1066,1066,Mukilteo School District- Fairmount,Contract,I,Elementary School,FAIRMOUNT ELEMENTARY,540,65000.0,120.37037037037037
137,11725 donner pass rd  truckee ca 96161,11725 donner pass road truckee ca 96161,0.972715925839056,71938,71938,Tahoe Truckee USD-A/E Svs Truckee H.S.,Contract,A,High School,TAHOE TRUCKEE HIGH,774,173020.0,223.54005167958655
136,11725 donner pass rd  truckee ca 96161,11725 donner pass road truckee ca 96161,0.972715925839056,77832,77832,Tahoe Truckee USD-A/E Svs Truckee H.S.,Contract,A,High School,TAHOE TRUCKEE HIGH,774,173020.0,223.54005167958655
468,22104 rhododendron ln nw poulsbo wa 98370,22104 rhododendron lane nw poulsbo wa 98370,0.9725631540118344,28402,28402,Vinland Elementary School - North Kitsap,,D,Elementary School,VINLAND ELEMENTARY,629,56000.0,89.0302066772655
1002,67700 verona rd  cathedral city ca 92234,67700 verona road cathedral city ca 92234,0.9725431360891552,2709,2709,Rio Vista Elementary School,,D,Academic,RIO VISTA ELEMENTARY,713,47000.0,65.91865357643759
815,4500 happy jack road cheyenne wy 82001,4500 happy jack rd cheyenne wy 82001,0.9724611982213426,13142,13142,Laramie Cnty SD #1 New Elem. Phase II,Contract,D,,FREEDOM ELEMENTARY,400,42647.0,106.6175
816,4500 happy jack road cheyenne wy 82001,4500 happy jack rd cheyenne wy 82001,0.9724611982213426,13135,13135,Laramie County SD #1 New Elem.,Revised Contract,D,Elementary School,FREEDOM ELEMENTARY,400,42647.0,106.6175
764,4085 east greenhurst road nampa id 83686,4085 e greenhurst road nampa id 83686,0.971948601944728,13414,13414,Nampa Middle School,,D,Master Plan,EAST VALLEY MIDDLE SCHOOL,889,112000.0,125.98425196850394
765,410 old dubuque rd anamosa ia 52205,410 old dubuque road anamosa ia 52205,0.9718297932177072,8842,8842,Anamosa MS Safe Room,Revised Contract,D,Mixed Use,ANAMOSA MIDDLE SCHOOL,409,6600.0,16.13691931540342
340,1800 w agnew road raymond ne 68428,1800 west agnew road raymond ne 68428,0.9703160907488583,26323,26323,Raymond Central Jr Sr Hi Sch Addn,Contract,D,High School,RAYMOND CENTRAL PRESCHOOL,36,5405.0,150.13888888888889
341,1800 w agnew road raymond ne 68428,1800 west agnew road raymond ne 68428,0.9703160907488583,70222,70222,Raymond Central Jr Sr Hi Sch Addn,Contract,D,High School,RAYMOND CENTRAL PRESCHOOL,36,5405.0,150.13888888888889
339,1800 w agnew road raymond ne 68428,1800 west agnew road raymond ne 68428,0.9703160907488583,4105,4105,Raymond Central Jr Sr Hi Sch RemodAddn,Contract,D,High School,RAYMOND CENTRAL PRESCHOOL,36,50000.0,1388.888888888889
342,1800 w agnew road raymond ne 68428,1800 west agnew road raymond ne 68428,0.9703160907488583,72530,72530,Raymond Central Jr Sr Hi Sch Addn,Contract,D,High School,RAYMOND CENTRAL PRESCHOOL,36,5580.0,155.0
197,12802 wagner rd  monroe wa 98272,12802 wagner road monroe wa 98272,0.9696978356372951,1932,1932,Salem Woods Elementary School,Contract,A,Elementary School,SALEM WOODS ELEMENTARY SCHOOL,522,41900.0,80.26819923371647
948,601 county rd 61 thief river falls mn 56701,601 county road 61 thief river falls mn 56701,0.969680504867944,23900,23900,Challenger Elementary School,,D,Elementary School,CHALLENGER ELEMENTARY,945,143000.0,151.32275132275132
160,1213 west allison road cheyenne wy 82007,1213 w allison road cheyenne wy 82007,0.9685276788995586,13196,13196,Laramie Cnty SD#1 New High School,Revised Contract,D,High School,SOUTH HIGH SCHOOL,1172,245000.0,209.0443686006826
909,5340 oak grove rd kansas city ks 66106,5340 oak grove road kansas city ks 66106,0.9681895930413043,76499,76499,Oak Grove Elementary School,Contract,D,Elementary School,OAK GROVE ELEM,537,67577.0,125.8417132216015
653,3301 technology dr duluth mn 55811,3301 technology drive duluth mn 55811,0.9681734525624267,22993,22993,Duluth Edison -Snowflake School,Contract,D,Middle School,NORTH STAR ACADEMY,985,89000.0,90.35532994923858
1076,7575 st charles road columbia mo 65202,7575 east st charles road columbia mo 65202,0.9676817190533553,11170,11170,Columbia High School,Revised Contract,D,High School,MURIEL W. BATTLE HIGH SCHOOL,1526,301479.0,197.56159895150722
968,623 madison st marshall wi 53559,623 west madison marshall wi 53559,0.9674911516794752,23950,23950,Marshall School District-Senior High,,D,High School,MARSHALL HIGH,305,107980.0,354.0327868852459
991,65250 coahuilla st  mecca ca 92254,65250 coahuilla street mecca ca 92254,0.9669908543993019,34061,34061,CVUSD - MECCA Modernization As-built   N,No Contract,D,Academic,MECCA ELEMENTARY,743,16723.0,22.507402422611037
711,3701 pirrone rd  modesto ca 95356,3701 pirrone road modesto ca 95356,0.9669266103462077,35433,35433,Modesto City Schools Gregori HS Stadium,No Revised Contract,D,,JOSEPH A. GREGORI HIGH,2231,2150.0,0.9636934110264456
750,4001 w laurel ln phoenix az 85029,4001 west laurel ln phoenix az 85029,0.9666744167138271,95406,95406,Tumbleweed Elementary Sch  Renovation,Contract,I,Academic,TUMBLEWEED ELEMENTARY SCHOOL,508,5800.0,11.417322834645669
783,425 n waverly road gardner ks 66030,425 n waverly gardner ks 66030,0.9665127498141783,9479,9479,Gardner/Edgerton HS Addition,Revised Contract,D,,GARDNER EDGERTON HIGH,1725,12000.0,6.956521739130435
802,440 e wildcat way el dorado ks 67042,440 east wildcat way el dorado ks 67042,0.9664487061953863,9948,9948,El Dorado USD 490 - Middle School,Contract,D,Middle School,EL DORADO MIDDLE,397,101579.0,255.86649874055416
269,150 w state route 92 kearney mo 64060,150 west state route 92 kearney mo 64060,0.9663897801031857,65439,65439,Kearney Early Childhood & Education Ctr,Contract,I,Academic,KEARNEY EARLY EDUCATION CENTER,73,26400.0,361.64383561643837
568,29300 buffalo road evergreen co 80439,29300 buffalo park road evergreen co 80439,0.9656359880020432,117769,117769,JCSD Evergreen HS Reno Remodel,Contract,A,Academic,EVERGREEN HIGH SCHOOL,1096,235000.0,214.4160583941606
294,1600 west 29th street casper wy 82604,1600 w 29th street casper wy 82604,0.9655987632498942,13321,13321,Southridge Elementary School,Contract,I,Elementary School,SOUTHRIDGE ELEMENTARY,338,45500.0,134.6153846153846
218,1302 n ankeny blvd ankeny ia 50023,1302 n ankeny blvd  ankeny ia 50021,0.9655346180383596,7600,7600,Ankeny H.S./Family YMCA-Addition,Contract,D,,NORTHVIEW MIDDLE SCHOOL,935,32000.0,34.224598930481285
219,1302 n ankeny blvd ankeny ia 50023,1302 n ankeny blvd  ankeny ia 50021,0.9655346180383596,7984,7984,Ankeny High School Addition,Contract,D,,NORTHVIEW MIDDLE SCHOOL,935,22000.0,23.529411764705884
195,12701 w 67th street shawnee mission ks 66216,12701 w 67th st shawnee mission ks 66216,0.9654577350181994,9282,9282,SM Northwest HS HVAC Project,,D,,SHAWNEE MISSION NORTHWEST HIGH,1654,75000.0,45.34461910519951
722,3800 south logan street englewood co 80113,3800 south logan street englewood co 80110,0.9653062845421385,19469,19469,Englewood HS Field Improvements,Contract,D,,ENGLEWOOD HIGH SCHOOL,554,60000.0,108.30324909747293
430,204 n league rd colfax ia 50054,204 n league road colfax ia 50054,0.9649546415082654,109338,109338,Colfax-Mingo HS Gym HVAC Renovation,Contract,I,High School,COLFAX-MINGO HIGH SCHOOL,356,7920.0,22.247191011235955
635,3200 n 207th plaza elkhorn ne 68022,3200 north 207th plaza elkhorn ne 68022,0.9646466981550407,38219,38219,Elkhorn MS Entrance Gym Addn & Renov,Contract,D,Middle School,ELKHORN MIDDLE SCHOOL,536,30000.0,55.97014925373134
462,2200 s lake tahoe dr chowchilla ca 93610,2200 s lake tahoe drive chowchilla ca 93610,0.9645969233164379,30130,30130,Ronald Reagan Elementary School,,D,Elementary School,RONALD REAGAN ELEMENTARY,514,43933.0,85.4727626459144
593,3050 thames river dr oxnard ca 93036,3050 thames river drive oxnard ca 93036,0.9642406805728313,30144,30144,Rio Vista Middle School,,D,Academic,RIO VISTA MIDDLE,696,74000.0,106.32183908045977
71,10475 e lakeview dr scottsdale az 85258,10475 n lakeview drive scottsdale az 85258,0.9642034454546031,16258,16258,Laguna Elementary School,,D,,LAGUNA ELEMENTARY SCHOOL,388,73000.0,188.1443298969072
148,1200 trojan dr osawatomie ks 66064,1200 trojan drive osawatomie ks 66064,0.9640689592886861,10244,10244,Osawatomie Elementary School and Middle ,,D,,OSAWATOMIE HIGH,323,71637.0,221.78637770897834
147,1200 trojan dr osawatomie ks 66064,1200 trojan drive osawatomie ks 66064,0.9640689592886861,9593,9593,Osawatomie High School Additions,Contract,D,,OSAWATOMIE HIGH,323,55700.0,172.44582043343652
1130,817 w main st waterford wi 53185,817 west main waterford wi 53185,0.9639505228394876,23896,23896,Evergreen Elementary School,,D,Elementary School,EVERGREEN ELEMENTARY,421,45000.0,106.88836104513064
846,4901 alburnett rd marion ia 52302,4901 alburnett road marion ia 52302,0.9635777280983624,79887,79887,Oak Ridge  MS- Cafeteria Expansion,Contract,D,Middle School,OAK RIDGE SCHOOL,828,1400.0,1.6908212560386473
845,4901 alburnett rd marion ia 52302,4901 alburnett road marion ia 52302,0.9635777280983624,79888,79888,Oak Ridge  MS- Cafeteria Expansion,Contract,D,Middle School,OAK RIDGE SCHOOL,828,1400.0,1.6908212560386473
844,4901 alburnett rd marion ia 52302,4901 alburnett road marion ia 52302,0.9635777280983624,79896,79896,Oak Ridge  MS- Cafeteria Expansion,Contract,D,Middle School,OAK RIDGE SCHOOL,828,1910.0,2.3067632850241546
45,1010 east state street trenton nj 8609,1010 east state street trenton nj 08609,0.9634057524674092,25557,25557,P.J. Hill PreK to 8 School,Contract,D,Elementary School,P.J. HILL ELEMENTARY,810,111200.0,137.28395061728395
44,1010 east state street trenton nj 8609,1010 east state street trenton nj 08609,0.9634057524674092,25448,25448,P.J. Hill PreK - 8 School,,D,,P.J. HILL ELEMENTARY,810,110500.0,136.41975308641975
637,3206 renner dr council bluffs ia 51501,3206 renner drive council bluffs ia 51501,0.9631830123128523,6154,6154,Kreft Elementary School,,D,,E A KREFT PRIMARY SCHOOL,497,33000.0,66.39839034205231
993,6582 lennox dr huntington beach ca 92647,6582 lennox drive huntington beach ca 92647,0.9630212224463438,74501,74501,OVSD - College View ES Modernization,Contract,A,Academic,COLLEGE VIEW ELEMENTARY,371,51125.0,137.8032345013477
173,1234 cresthaven dr silver spring md 20903,1234 cresthaven drive silver spring md 20903,0.9629841184694485,79340,79340,"Cresthaven Elementary School, Silver Spr",No Contract,D,Elementary School,CRESTHAVEN ELEMENTARY,505,74000.0,146.53465346534654
710,3700 prospector st kingman az 86401,3700 prospector street kingman az 86401,0.9629417714209996,15303,15303,KUSD New Elementary School,Revised Contract,D,Elementary School,DESERT WILLOW ELEMENTARY SCHOOL,429,50000.0,116.55011655011656
985,6498 ridge ave philadelphia pa 19128,6498 ridge avenue philadelphia pa 19128,0.9629155181852858,16687,16687,Roxborough HS - Major Renovations,Contract,D,,ROXBOROUGH HS,783,240000.0,306.51340996168585
660,3333 18th st bettendorf ia 52722,3333 18th street bettendorf ia 52722,0.962911261430494,8741,8741,Bettendorf HS Additions & Renovations,Contract,D,High School,BETTENDORF HIGH SCHOOL,1549,51000.0,32.9244673983215
293,1590 west fillmore street colorado springs co 80904,1590 west fillmore street colorado springs co 80903,0.9628430503557823,20491,20491,Coronado High School Additions and Remod,,D,High School,CORONADO HIGH SCHOOL,1385,37500.0,27.075812274368232
216,1301 n 10th st  independence ks 67301,1301 north 10th st independence ks 67301,0.9626455480693994,9899,9899,"Independence, KS - High School",Revised Contract,D,High School,INDEPENDENCE SR HIGH,584,166468.0,285.04794520547944
1082,7690 e williams dr scottsdale az 85255,7690 e williams drive scottsdale az 85255,0.9623925126299744,13690,13690,Pinnacle Peak Elem. School Roof Leaks  T,Tracking,D,,PINNACLE PEAK PREPARATORY,607,78589.0,129.47116968698518
1083,7690 e williams dr scottsdale az 85255,7690 e williams drive scottsdale az 85255,0.9623925126299744,13686,13686,Sonoran Hills Elementary School,,D,,PINNACLE PEAK PREPARATORY,607,78589.0,129.47116968698518
165,122 sewall road bridgeton nj 8302,122 sewall road bridgeton nj 08302,0.962219378189193,25475,25475,Hopewell Twp Public Schools A.O.R.,Revised Contract,D,,HOPEWELL CREST,496,80938.0,163.18145161290323
166,122 sewall road bridgeton nj 8302,122 sewall road bridgeton nj 08302,0.962219378189193,25471,25471,Hopewell Twp Public Schools-A.O.R.,,D,,HOPEWELL CREST,496,80938.0,163.18145161290323
